cleaned,is_satirical
"Pour donner un ton moins dramatique, il rajoute un ""émoji sourire"" à la fin de sa demande de rançon",1
JO Paris – Un athlète paralympique déclare forfait après avoir échoué à prendre le métro,1
"Pour compenser le prix de son offre, DAZN diffusera gratuitement les matchs des Girondins de Bordeaux",1
Train – Tous les horaires des 30 prochaines années,1
5 recommandations de l'OMS pour lutter contre la variole du singe,1
"Sicile – Pour faciliter les recherches, les autorités demandent aux migrants d'éviter de faire naufrage dans la zone",1
Paris – Les déficients visuels peuvent désormais vivre les agressions dans le métro en audiodescription,1
Paris 2024 – Anne Hidalgo envisage de garder Tony Estanguet en vie après la fin des Jeux,1
"Argenteuil – À sa grande surprise, sa moto en photo de profil peine à attirer les femmes",1
Disparition à 88 ans de l'acteur qui interprétait César dans Astérix aux Jeux olympiques,1
Notre sélection de Premiers ministres de droite quand on a une majorité de députés de gauche,1
Un handicapé sans gêne se gare sur une place non réservée aux handicapés,1
Un moustique soucieux du consentement ne pique personne et décède au bout de 30 minutes,1
Son tour du monde prend fin à Gare du Nord en raison d'un problème de signalisation,1
"Pour maintenir la féerie des JO, la mairie de Paris demande aux sans-abris de se déguiser en bénévoles",1
"Galvanisé par les JO, il croit pouvoir nager le dos crawlé et se noie dans la piscine du camping",1
Vivre sans slip et sans gouvernement,1
Alexandre Lacazette rappelé par Didier Deschamps après avoir enfin raté une grosse occasion,1
La mort de Patrice Laffont éteint tout espoir de comprendre les règles du jeu Pyramide,1
"Chaque année, cet habitant de Saint-Tropez part en vacances trois semaines à Paris Plages",1
"Incendies – Après 6 heures d'intervention des pompiers, l'usine de bougies magiques se rallume",1
Une enquête révèle que les numéros en 09 48 appartiennent à Manuel Valls,1
Paris – Emmanuel Macron fait jeter les derniers SDF dans la vasque olympique,1
SNCF – Les voyageurs des TGV désormais limités à deux enfants qui pleurent,1
"Emmanuel Macron ira bien se baigner dans la Seine "" mais pas forcément dans cette vie-là """,1
200 000 façons de s'ennuyer en paddle cet été,1
"JO – Pour commenter les épreuves, France 2 n'exclut pas d'engager des gens qui ont déjà fait du sport",1
"Pour reconquérir le coeur des Français, Kylian Mbappé songe à se mettre à la natation",1
Escrime – L'Américain Mitchell Saron remporte son duel en utilisant un Smith&Wesson,1
"Selon ses calculs, son "" summer body "" sera prêt courant janvier",1
Dieu contraint de faire mourir un serrurier après avoir accidentellement claqué les portes du Paradis,1
F1 – Les pilotes autorisés à lancer des carapaces de tortue sur la voiture de Max Verstappen,1
"Parlement européen – Faute de présences, le siège de Jordan Bardella transformé en relais colis",1
Intempéries : La cérémonie d'ouverture des JO remplacée par la rediffusion d'un Fort Boyard de 2013,1
JO – 10 médailles d'or que va remporter Emmanuel Macron,1
"Hockey sur gravier, catch dans la boue, taxidermie… ces sports méconnus des JO",1
"En hommage à C8, Vincent Bolloré organise une messe en latin",1
Paris 2024 – La police évacue par erreur un campement sauvage de bénévoles,1
Cyril Hanouna enregistrera TPMP depuis un bateau situé dans les eaux internationales,1
Un fan d'NRJ 12 déçu de n'avoir pu voir que 8 fois les 12 saisons de The Big Bang Theory en VF,1
Vincent Bolloré rachète l'Arcom,1
"À 52 ans, ses parents lui dégotent enfin une place en crèche",1
Elisabeth Lévy s'insurge contre la présence de corps étrangers dans son vin rouge,1
Emmanuel Macron refoulé de la zone des JO en raison d'un QR code défectueux,1
Un TGV stressé d'arriver à l'heure pour son premier jour,1
"Tour de France : pour laisser une chance à ses concurrents, Tadej Pogacar finira le tour en Vélib'",1
Vacances – 8 autoroutes à prendre à contre-sens,1
Ils nourrissaient l'adolescent des voisins depuis deux ans en pensant qu'il était sauvage,1
""" La petite terrasse coquette et épurée "" décrite par l'agent immobilier était une plaque d'égout",1
Anne Hidalgo heurtée par un vélib lors de son bain dans la Seine,1
"Pour assurer sa sécurité, Donald Trump fait construire un mur autour de sa tête",1
Tour de France – Pogacar gêné dans sa course par un lancer de lave-vaisselle,1
Il s'éclate dans son boulot alors qu'il est responsable marketing,1
98% des médias ont préparé une nécrologie pour Anne Hidalgo depuis l'annonce de son bain dans la Seine,1
74% des Français avouent ne plus sortir de chez eux de peur de prendre un ballon perdu de Marcus Thuram,1
La Seine déclarée enfin baignable pour les ragondins,1
