headline,is_satirical
L’Assemblée adopte un texte revenant sur les aménagements en cas de courtes peines de prison,0
Raphaël Glucksmann pas chaud-chaud pour fusionner son parti avec celui de Bernard Cazeneuve,0
Emmanuel Moulin va entrer à l’Elysée avec son terrible cortège d’indifférence,0
"Gard : un homme renversé par un véhicule après un différend, une enquête ouverte pour meurtre",0
"«Bleu d’août» de Deborah Levy, piano limite",0
Rachida Dati ne peut s’en prendre qu’à elle-même,0
"Ouverte il y a quinze ans, l’enquête sur les «biens mal acquis» de la famille Bongo en France est terminée",0
Guerre commerciale : la Chine riposte et va imposer aux Etats-Unis des droits de douane de 34 %,0
Fonds Marianne : la justice redonne les clés de l’asso ayant servi à détourner l’argent… aux suspects de la fraude,0
«L’Etat de droit est sacré» : une gauche divisée appelle à se rassembler dimanche face à l’extrême droite,0
Guerre commerciale : les produits du monde entier visés dès ce samedi par une surtaxe de 10% à l’entrée des Etats-Unis,0
«Transferts de la honte» : Sea Shepherd monte au créneau pour défendre l’avenir des orques et dauphins du Marineland,0
Le secteur du parfum met son nez dans la lessive,0
"Marie NDiaye, «le Bon Denis» de paternité",0
Renseignements : Donald Trump décapite les services de sécurité américains,0
"Attica Locke : «Sans le vouloir, ma trilogie est devenue un récit de l’ère Trump»",0
"Tarifs douaniers : courtisans de Trump, les princes de la tech américaine se prennent le mur de plein fouet",0
Johanne Rigoulot sur les pistes de Nelly Arcan,0
"Nicolas Thierry, Pfas en face",0
"Kirill Dmitriev, l’émissaire spécial du Kremlin derrière l’appel entre Trump et Poutine",0
Le comédien britannique Russell Brand inculpé pour viol après les accusations de quatre femmes,0
"Donald Trump présente la «gold card», un visa permanant à 5 millions de dollars",0
"Wagashis : à la saison des sakuras, les cerisiers sur le gâteau",0
"«Correction automatique» : c’est votre dernier mot, Etgar Keret ?",0
"Cinq ans après l’apparition du Covid, le retour d’expérience de vigies  anticomplotistes",0
"Un stade, deux ambiances : quand les concerts de stars s’invitent aux matchs de foot ou de rugby",0
"Au centre Pompidou, l’expo «Paris noir» en habit de lumière",0
"Les taxes douanières de Trump, un sale coup pour les défenseurs de la retraite par capitalisation",0
Suppression des ZFE : le gouvernement va proposer de recentrer l’obligation autour de Paris et Lyon,0
"Le Lesotho, principale victime de la guerre douanière de Trump",0
France Inter : Philippe Corbé nommé directeur de l’information,0
Nuisances sonores de l’aéroport d’Orly : le long bras de fer des riverains pour obtenir un peu plus de sommeil,0
Droits de douane de Trump : Nintendo suspend les précommandes de Switch 2 aux Etats-Unis,0
La procureure générale d’Israël conclut à un «conflit d’intérêts» de Nétanyahou dans le renvoi du chef du Shin Bet,0
"A la Réunion, les droits de douane de Trump sèment l’incompréhension",0
Narcotrafic : 30 personnes arrêtées après un largage de ballots de cocaïne sur les côtes normandes,0
Drogues de synthèse : comment la France se prépare à une possible arrivée de fentanyl,0
Violences sexuelles dans l’Eglise catholique : un dispositif minimaliste et décevant pour les victimes majeures,0
Les Français n’avaient plus autant épargné dans l’assurance vie depuis près de 20 ans,0
SNCF : le syndicat SUD rail appelle les contrôleurs de TGV à la grève le week-end du 8 mai,0
25 heures de discours debout sans aller aux toilettes : comment le corps du sénateur Cory Booker a-t-il été affecté ?,0
"Silence on Joue ! «AtomFall», «Expelled!», «Spilled» et la Switch 2",0
"Frappes russes sur l’Ukraine : au moins 14 morts à Kryvyï Rig, des installations énergétiques ciblées à Kherson",0
"Condamnation de Marine Le Pen : au RN, le pari risqué de l’appel à la rue",0
"Guerre commerciale, chute des Bourses, destitution du président sud-coréen… L’actu de ce vendredi 4 avril",0
Droits de douane : Trump a ramené le monde à l’état sauvage,0
Jusqu’à 25°C en France : «Les bourgeons précoces sont exposés à tous les dangers climatiques»,0
"Après l’offensive protectionniste de Donald Trump, la Chine contre-attaque",0
Deux policiers de l’office antistupéfiants de Marseille mis en examen pour trafic de stupéfiants,0
"«C’est un enfant que l’on a presque déshumanisé» : à Nanterre, un jeune ivoirien dont la minorité est contestée remis à la rue",0
"Coup de blues à Bamako : mort d’Amadou Bagayoko, moitié du duo Amadou & Mariam",0
"Droits de douane : contre les géants chinois du commerce en ligne, Trump met le paquet",0
"Dans la communauté traditionaliste de Riaumont, une enquête parlementaire sous tension",0
Le groupe Danone accusé par le fils de Donald Trump d’agir pour le compte de la Chine,0
Guerre commerciale Pékin-Washington : l’Europe entre deux feux,0
"David Cronenberg dans un coffret Blu-ray, détonateur d’intérieur",0
"Ecologie : montrer que l’après est convaincant, désirable, possible…",0
La culture ne sera pas la variable d’ajustement de nos budgets communaux,0
"Marine Le Pen et les grands méchants juges, par Mathieu Lindon",0
Vencorex : le plan de la CGT pour transformer l’entreprise en coopérative et sauver 273 emplois,0
Attaques contre les magistrats après la condamnation de Marine Le Pen : la gauche réfléchit à la riposte,0
Comment le «Elon Musk des abysses» essaie de convaincre Trump d’aller ratisser la haute mer,0
Procès sur l’exposition au glyphosate in utero de Théo : «Cette audience est une première mondiale»,0
Eva Jospin et Vinciane Despret : «Toutes les entrées sont bonnes pour parler d’écologie»,0
"Virginia Woolf, nouvelle vague",0
"Wikipédia, un outil démocratique à défendre",0
"Les timides anonymes : «Ado, j’étais particulièrement sûr de moi, option gros con»",0
«Grindadrap» : Caryl Ferey en apnée aux îles Féroé,0
"Droits de douane : «Les marchés vont bondir» et «le pays va bondir», assure Trump",0
"Cinq ans après l’apparition du Covid, le retour d’expérience de militants pour l’autodéfense sanitaire",0
"Covid : dans les services de soins critiques, les plus pauvres ont eu un risque de mourir 21 % plus grand que les plus aisés",0
Conduite autonome : l’accident mortel d’une Xiaomi SU7 en Chine préoccupe le secteur mondial de l’automobile,0
"Trump déclare la guerre commerciale au monde, Nétanyahou en Hongrie, plus de 3 000 morts dans le séisme en Birmanie… L’actu de ce jeudi matin",0
"Le réalisateur italien Nanni Moretti, Palme d’or à Cannes en 2001, en soins intensifs après une crise cardiaque",0
Déserts médicaux : les députés remettent en cause la libre installation des médecins contre l’avis du gouvernement,0
«Ne pas stigmatiser nos 9 millions de compatriotes musulmans» : d’où vient ce chiffre prêté à François Bayrou ?,0
Taxes américaines : les alcools français redoutent un recul des exportations de 800 millions d’euros,0
Engageons la bataille culturelle pour la nature et le climat,0
"Face à la crise climatique, l’art peut porter d’autres visions d’avenir",0
Sport à l’école : bientôt un test de forme physique généralisé à tous les élèves de 6e,0
"Au Parlement, l’afflux de «propositions de lois inutiles» déboussole députés et sénateurs",0
Concertation sur les retraites : comment la CFDT veut élargir la reconnaissance de la pénibilité au travail,0
"Marine Le Pen 2025 devrait être en prison, selon la Marine Le Pen 2022",0
Donald Trump impose des droits de douane à deux îles australiennes inhabitées,0
"La Hongrie annonce son retrait de la Cour pénale internationale en pleine visite de Nétanyahou, visé par un mandat d’arrêt",0
Bruno Gollnisch compare Marine Le Pen à Jésus après sa condamnation,0
"Allemagne : la plateforme Kidflix, nouveau «business model» pédopornographique, a été démantelée",0
"Condamné à verser 50 millions de dollars, Starbucks de nouveau poursuivi pour des boissons chaudes renversées",0
Nouvelle mobilisation de Stand Up for Science : «Nous sommes très surpris du manque de solidarité des universités américaines entre elles»,0
"Face aux droits de douane américains, les Bourses mondiales dévissent",0
Présidentielle 2027 : Olivier Faure propose «une plateforme» sans Mélenchon pour choisir le candidat de gauche,0
"Aéronautique, luxe, alcool… les secteurs français qui exportent le plus vers les Etats-Unis",0
"Suspectant un conflit d’intérêts, le député LFI Aurélien Saintoul presse la HATVP de publier la déclaration d’intérêts de Rachida Dati",0
Droits de douane : qu’est-ce que la taxe sur les services numériques américains qu’évoque la porte-parole du gouvernement ?,0
Droits de douane de Trump : un suicide économique certain et un coup politique hypothétique,0
"Droits de douane de Trump : mode de calcul, pays et produits concernés, date et durée d’application… Ce que contient le décret",0
"«Tu fais ce qu’il faut et c’est l’avocat qui te trahit» : les méthodes de maître Alexis Tordo, accusé d’avoir dupé des étrangers en quête de papiers",0
Droits de douane de Trump : «L‘idée que le système économique était stabilisé par des forces de rationalité a volé en éclats»,0
"Après les menaces de censure, François Bayrou annonce un débat sur la feuille de route énergétique",0
"Procès Le Pen : Finkielkraut, idéologue, gâche le débat sur l’équilibre des pouvoirs",0
"Bon Iver, Los Thuthanaka, Barbara Carlotti… Qu’est-ce qu’on écoute cette semaine ?",0
Non au transfert des données de santé de 10 millions de Français dans le cloud de Microsoft,0
"Daniel Cohn-Bendit, meilleur vieux !",0
"Hiam Abbass, qui met en scène une pièce jouée à Buchenwald : «La transmission est une lutte»",0
"«J’aurais aimé comprendre cette histoire plus tôt» : au camp de Buchenwald, dans les coulisses d’une pièce de théâtre historique",0
Droits de douane américains sur les produits agricoles et alimentaires : la crainte d’un «effet domino dévastateur»,0
"Réforme de l’assurance chômage : prévue pour lutter contre la précarité, elle contribue à l’aggraver",0
"Rafael Toral, Olivia Block, Good Sad Happy Bad : nos trois immanquables du festival Variations 2025",0
Aya au festival Variations : «La musique exprime les choses plus vite que les autres formes d’art»,0
"La population d’ours s’accroît dans les Pyrénées, mais les associations réclament de nouveaux lâchers",0
"Fraude fiscale : prison requise contre Carlo Ancelotti, l’entraîneur du Real Madrid",0
Droits de douane américains : le Royaume-Uni échappe au pire,0
Festival d’Angoulême : le coup d’Etat feutré qui inquiète le monde de la BD,0
"«On abandonne ? On laisse le trafic gangrener ?» : à Saint-Ouen, des parents décident d’éloigner une maternelle d’un point de deal",0
"On a testé la Switch 2 : des améliorations, des licences phares mais pas d’effet «wow»",0
"Inde : un Américain arrêté après avoir voulu approcher les Sentinelles, l’un des peuples les plus isolés au monde",0
Droits de douane : Trump intensifie sa guerre commerciale contre la Chine,0
Droits de douane : «Trump détruit l’ossature d’un système qui a fondé la prospérité américaine»,0
"Droits de douane américains : Emmanuel Macron affirme que la pharmacie, le bois et les semi-conducteurs seront aussi bientôt concernés",0
Droits de douane de Trump : pourquoi l’Outre-mer n’est pas soumis au même régime que la métropole ?,0
"Au procès libyen, les avocats d’Alexandre Djouhri dépeignent l’intermédiaire sulfureux en «grand Français» attaché «viscéralement» à son pays",0
Gifi veut bazarder 11 magasins et supprimer 300 emplois,0
Les droits de douane américains pourraient battre leur record des années 1930,0
"L’Asie, continent le plus durement touché par les nouvelles barrières tarifaires américaines",0
"Violences sexuelles et physiques : à l’école privée Saint-Dominique de Neuilly-sur-Seine, «l’adulte était tout-puissant»",0
Bébé empoisonnée à Lyon : l’employée de crèche condamnée à vingt-cinq ans de réclusion criminelle,0
La France insoumise et les Ecologistes appellent à un rassemblement contre l’extrême droite dimanche à Paris,0
Comment l’administration Trump a-t-elle calculé les droits de douane délirants qu’elle impose aux autres pays ?,0
"Droits de douane de Donald Trump, la Hongrie quitte la CPI, prison requise contre Carlo Ancelotti… L’actu de ce jeudi 3 avril",0
Procès Bayer-Monsanto : le groupe nie tout lien entre le glyphosate et les malformations de Théo Grataloup,0
Droits de douane : le Mexique fait bloc derrière sa présidente,0
Droits de douane de Donald Trump : l’onde de choc mondiale,0
"Droits de douane : Bernard Arnault, un proche de Trump au cœur de la guerre commerciale",0
"Droits de douane : malgré la tempête annoncée, Trump s’entête",0
Les droits de douane de Donald Trump menacent aussi bien Airbus que Boeing et leurs sous-traitants,0
Violences sexuelles dans l’Eglise catholique : les évêques en désaccord sur l’indemnisation financière des victimes majeures,0
"Avec la guerre commerciale, l’heure de gloire des manchots des îles Heard-et-McDonald",0
"Après les fuites d’un plan d’attaque sur Signal, le Pentagone va enquêter sur le ministre de la Défense américain",0
"Face aux droits de douane de Trump, Emmanuel Macron cherche les pistes de riposte",0
Faire de l’écologie une force de réinvention artistique,0
«Au pays de nos frères» : patrie prenante,0
Condamnation de Marine Le Pen : «Il y a une intolérance profonde à l’idée qu’un élu puisse répondre de ses actes devant la loi»,0
"«Songe» de Rashid Masharawi : de Gaza à Bethléem, l’espoir fait libre",0
"A l’Assemblée nationale, la libre installation des médecins libéraux débattue malgré les critiques de la profession",0
"Dans la tête d’un père tueur de ses enfants : en Espagne, un livre divise la société",0
Déserts médicaux : «Encadrer la liberté d’installation n’aura aucun effet positif sur l’accès aux soins»,0
"Droits de douane : dans le Kentucky, les producteurs de bourbon voient la bouteille à moitié vide",0
Non à la persécution des «gens du voyage»,0
«Jeunesse (les tourments)» : le sale air du labeur,0
"Nos critiques des sorties cinéma de la semaine du 2 avril : «Deux sœurs», «Ce n’est qu’un au revoir», «Fanon»…",0
"Cinq ans après l’apparition du Covid, le retour d’expérience de médecins de ville",0
Non-consentement dans la définition du viol : l’Assemblée nationale adopte une «première pierre dans le mur de l’impunité»,0
"Mort de l’acteur américain Val Kilmer, top gueule",0
"En meeting à Montreuil, François Ruffin lance sa campagne «Notre France»",0
"Offensive israélienne sur Gaza, un ministre israélien d’extrême droite sur l’esplanade des Mosquées… L’actu du conflit au Proche-Orient ce mercredi 2 avril",0
"Les timides anonymes : «Je n’ai pas un comportement social attendu mais progressivement, je veux apprendre à m’en foutre»",0
"Israël étend son offensive militaire à Gaza, mort de Val Kilmer, l’Assemblée intègre le non-consentement à la définition pénale du viol… L’actu de ce mercredi matin",0
Séisme en Birmanie : un homme secouru vivant sous les décombres cinq jours après la catastrophe,0
Narcotrafic : les nouvelles routes de la cocaïne pour déferler sur la France,0
"Le nombre d’entreprises en France a augmenté de 42 % en huit ans, boosté par l’essor du micro-entrepreneuriat",0
"Marine Le Pen voudrait être traitée comme une victime, mais les Français ne sont pas dupes",0
Marine Le Pen ose se comparer à Navalny : indécente jusqu’au bout,0
"Après le «Signalgate», le conseiller à la sécurité nationale Mike Waltz utilise son compte Gmail privé pour des conversations officielles",0
EN IMAGES – Val Kilmer de film en film,0
"Au Pérou, la dérive autoritaire du pouvoir inquiète les associations",0
"«Je vais la frapper» : Rachida Dati s’en prend à une fonctionnaire de l’Assemblée nationale, l’examen de la loi sur l’audiovisuel suspendu",0
Les hommes de la rue du Bac : les éléments qui permettent à «Libération» de mettre en cause Jean-François Revel,0
Etats-Unis : une victoire démocrate dans le Wisconsin en forme de claque pour Elon Musk et de test de mobilisation réussi,0
Algérie : Boualem Sansal fait appel de sa condamnation à cinq ans de prison ferme,0
Comment survivre dans le désert ? Une exposition du Muséum d’histoire naturelle raconte les stratégies infinies de la faune en zone aride,0
Trêve hivernale : Utopia 56 détourne Google Maps pour recenser les sans-abris expulsés,0
"Attal se désolidarise de Darmanin, les macronistes se désolidarisent de Bayrou qui lui-même se désolidarise de Retailleau",0
"France Nature Environnement torpille les politiques de «simplification», un «cheval de Troie de la dérégulation»",0
"Le président du Cese, Thierry Beaudet, pose ses conditions à Bayrou pour le débat «qu’est-ce qu’être français ?»",0
L’excuse moisie de Marine Le Pen concernant sa condamnation pour détournement de fonds publics,0
"«Wikipédia reste libre et ouverte. Il est impossible, même pour un milliardaire, d’en prendre le contrôle»",0
"«Déplacements» d’Elisa Sartori, l’exil à hauteur d’enfants",0
"Condamnation de Marine Le Pen : pour le macroniste Pierre Cazeneuve, «le seul débat qu’on devrait avoir, c’est sur sa démission»",0
Condamnation pour viol de Dani Alves annulée en appel : le parquet se pourvoit en Cassation,0
Le patron de Boeing reconnaît de «graves faux pas» et promet de rectifier le tir,0
"Abus de biens sociaux : l’homme d’affaires Michel Ohayon, ex-propriétaire de Camaïeu et Go Sport, placé en garde à vue",0
Education à la sexualité : l’enseignement catholique «combat» les associations opposées au nouveau programme,0
Condamnation de Marine Le Pen : Emmanuel Macron défend l’indépendance de la justice au Conseil des ministres,0
Assassinat de Samuel Paty : quatre personnes jugées en appel début 2026,0
Un cadre RN se félicite des menaces contre la juge qui a prononcé la condamnation de Marine Le Pen,0
«Un guide aux airs de gourou» : l’ancien médecin du coureur cycliste Nairo Quintana écope de prison avec sursis,0
Paris ne peut plus continuer à ignorer ses travailleurs essentiels : accordons-leur de nouveaux droits,0
Contestation de crime contre l’humanité : Zemmour condamné pour avoir érigé Pétain en «sauveur» des juifs français,0
"«Taloches dans la tronche», «coups de poing»… Les anciens élèves du collège catholique Saint-Pierre déposent 50 témoignages contre leurs enseignants",0
"Océan Indien : sur l’île française Amsterdam, un précieux observatoire du réchauffement climatique paralysé après un incendie",0
"Tourisme : l’influenceuse frénétique, aberration écologique et philosophique",0
"Près de 1 400 suspects identifiés, 1,8 million d’utilisateurs… Une plateforme internationale de pédopornographie démantelée",0
"Giuliano Da Empoli, le mage de raison",0
"En France, les Finger de Cadbury font leur réapparition dans les rayons",0
L’animateur radio Laurent Boyer sera jugé en septembre 2025 à Paris pour violences conjugales,0
"«Banger» avec Vincent Cassel sur Netflix : beat fait, mal fait",0
Sortie de la Switch 2 le 5 juin 2025 : alerte raz de marée avant l’été,0
"«De rockstar à tueur : le Cas Cantat» sur Netflix, archives d’un féminicide",0
"La loi Sapin 2, un héritage du quinquennat Hollande qui a renforcé la lutte anti-corruption",0
L’économiste Julia Cagé sacrée meilleure économiste d’Europe pour ses travaux sur les médias et les réseaux sociaux,0
"Bernard Lahire : le vivant, dans toutes les sciences du terme",0
Mohamed Amra se dit victime de violences en prison et va porter plainte contre trois surveillants pénitentiaires,0
«Les juges ont choisi la solution finale» : le responsable du RN en Aveyron compare la peine de Marine Le Pen à la Shoah,0
"Catholicisme : élu patron des évêques français, le cardinal Jean-Marc Aveline poursuit son ascension",0
"Festival d’Avignon 2025 : découvrez le programme de la 79e édition, avec de la danse, la langue arabe à l’honneur et un hommage à Gisèle Pelicot",0
"Mesure du CO2 : avec son satellite, l’UE en émission spatiale",0
Tesla : les ventes mondiales chutent de 13 % au premier trimestre 2025,0
Formation des enseignants : une solution du XIXe siècle à un problème du XXIe siècle ?,0
"Elon Musk pourrait «bientôt quitter le gouvernement» américain selon le site «Politico», le milliardaire dément",0
Carrefour et Intermarché soupçonnés de pratiques anticoncurrentielles dans la distribution de produits bio,0
Vieillissement : quand un vaccin contre le zona protège du déclin cognitif,0
"«Il est dangereux pour la société» : au procès de l’ancien psychiatre de Marseille jugé pour violences sexuelles, une patiente raconte «l’emprise»",0
"Droits de douane de Trump : la Slovaquie, où la moitié des revenus industriels vient de l’automobile, en alerte générale",0
"Avec «l’affaire Natasha», l’orage #MeToo gronde dans la sphère politique au Nigeria",0
"Cory Booker, le sénateur derrière le discours anti-Trump de vingt-cinq heures",0
Anouk Grinberg sur les traumatismes vécus depuis son enfance : «C’est bien pratique pour les prédateurs de faire passer une femme pour folle»,0
Valence : un lycéen marocain placé en centre de rétention administrative après un salut nazi devant une synagogue,0
"«L’impassible» Frédéric Berthet, reclus cinq sur cinq",0
"Nos choix de livres de la semaine : Bernard Lahire, Chimamanda Ngozi Adichie, Stephen King…",0
"Droits de douane de Donald Trump, condamnation d’Eric Zemmour, nouvelles plaintes dans l’affaire Bétharram... L’actu de ce mercredi 2 avril",0
"«A la fois un port et un pont» : en Chine, des barges spéciales pour faciliter une invasion de Taiwan ?",0
"«On est tous aux aguets» : à Nice, les militants RN tractent après la condamnation de Marine Le Pen",0
"Saint-Ouen : proche d’un point de deal, une école maternelle pourrait déménager",0
Défense de l’Etat de droit : les macronistes jouent le face-à-face contre le RN,0
Jugement en appel de Marine Le Pen en 2026 : une rapidité inhabituelle qui interpelle,0
"Terrenoire, un groupe en tournée généreuse",0
"Bardella, voire Maréchal… Pourquoi la succession de Marine Le Pen au RN est bloquée",0
"Dans les couloirs du RN, le tabou de la succession de Marine Le Pen",0
Raquel Garrido va remplacer Jean-Michel Aphatie sur RTL,0
Origines du Covid : l’Académie de médecine penche pour une fuite de laboratoire,0
Procès de l’empoisonnement du bébé dans une crèche à Lyon : «Nous sommes face à un monstre»,0
Droits de douane : l’UE avance pour faire reculer Trump,0
Etats-Unis : Amazon fait une offre de rachat de TikTok,0
"Sans l’argent des Etats-Unis, il manque à l’OMS 2,5 milliards de dollars pour boucler son budget",0
Musique classique : faisons cesser l’exclusion historique des femmes,0
"Donald Trump impose ses lourds droits de douane au reste du monde, 20 % sur l’UE",0
Environnement : d’autres relations au monde sont possibles,0
"Tarifs douaniers américains : de l’UE à la Chine, des réactions indignées et des menaces de ripostes",0
"Avec ses tarifs douaniers, Donald Trump massacre le système d’échanges internationaux en place depuis l’après-guerre",0
Inéligibilité de Marine Le Pen : «Un espace politique risque de se libérer pour 2027»,0
